insCode,instrumentID,cValMne,lVal18,cSocCSAC,lVal18AFC,lVal30,cIsin,lastDate,flow,lSoc30,status_code,group_code,market_type_code,cComVal,cSecVal,cSoSecVal,yVal
30231789123900526,IRO1MRIN0001,MRIN1,Iranmerinos,MRIN,نمرینو,ایران  مرینوس,IRO1MRIN0000,20230909,1,ایران  مرینوس,A,N2,NO,5,17,1711,300
30282299500988269,IRT3FKOF0001,FKOF1,ArmanAti Kosar ETF,FKOF,آکورد,صندوق س. آرمان آتی کوثر-د,IRT3FKOF0005,20230702,2,صندوق س. آرمان آتی کوثر-د,A,1A,NO,4,68,6812,305
30399039934945809,IRO7VAVP0001,VAVP1,AVin Invest.Co,VAVP,وآوین,سرمایه گذاری آوین,IRO7VAVP0003,20230909,4,سرمایه گذاری آوین,A,L1,NO,7,65,6599,309
30416996452264502,IRB3TB419831,TB411,TreasuryBill190617,TB41,اخزا710,اسنادخزانه-م10بودجه97-980327,IRB3TB419831,20190310,2,اسنادخزانه اسلامی-م10بودجه1397,A,I1,NO,4,69,6940,306
30443839313522574,IRO7RAHP0001,RAHP1,Rahshad,RAHP,حرهشا,رهشاد سپاهان (سهامی عام,IRO7RAHP0007,20230909,4,رهشاد سپاهان (سهامی عام,A,P1,NO,7,60,6021,309
30447901674051381,IRO1VMDR0001,VMDR1,M Sandogh B,VMDR,ومدیر,گ.مدیریت ارزش سرمایه ص ب کشوری,IRO1VMDR0005,20230909,1,گ.مدیریت ارزش سرمایه ص ب کشوری,A,N2,NO,5,56,5699,300
30507152381699953,IRO7SJVP0001,SJVP1,Tamin Javanan,SJVP,ثجوان,تامین مسکن جوانان,IRO7SJVP0009,20230909,4,تامین مسکن جوانان,A,P1,NO,7,70,7010,309
30541878254768639,IRB3KM070461,KM7Q1,Ker.Motor1MRB25824,KM07,کرمان461,مرابحه کرمان موتور-تمدن040602,IRB3KM070465,20230607,2,مرابحه کرمان موتور-تمدن040602,A,17,NO,4,69,6911,306
30551124291517887,IRR1GCOZ0101,GCOX1,Glucosan-R,GCOZ,غگلح,ح . گلوکوزان,IRR1GCOZ0105,20230111,1,گلوکوزان,A,N1,NO,3,42,4232,400
30561102210568623,IRR1SGAZ0101,SGAX1,Glass and Gas-R,SGAZ,کگازح,ح . شیشه  و گاز,IRR1SGAZ0103,20221129,1,شیشه  و گاز,A,N2,NO,5,54,5410,400
30582275818828857,IRTKNAAB0001,NAAB1,NAAB ETF,NAAB,ناب,صندوق س.پشتوانه طلا نهایت نگر,IRTKNAAB0008,20230521,7,صندوق س.پشتوانه طلا نهایت نگر,A,QS,NO,4,68,6811,380
30592968583865547,IRO3MSZ90041,MK101,Bank Maskan,MSKZ,تسه9004,امتیاز تسهیلات مسکن تیرماه 90,IRO3MSZ90049,20180721,2,بانک مسکن,A,Z1,NO,4,59,5910,303
30650426998863332,IRO1BOTA0001,BOTA1,Butane Group,BOTA,لبوتان,گروه صنعتی بوتان,IRO1BOTA0008,20230909,1,گروه صنعتی بوتان,A,N2,NO,5,29,2930,300
30655480864841493,IRX6XTDP0006,XTDP6,Index XTDP,IDXS,بازده نقدی و قیمت6,شاخص بازده نقدی قیمت,IRX6XTDP0004,20171213,1,شرکت شاخص,I,00,ID,6,X1,X1  ,68
30703140537034664,IRO3GZIZ0001,GZIZ1,Gohar Zamin Iron,GZIZ,کگهر,سنگ آهن گهرزمین,IRO3GZIZ0002,20230909,2,سنگ آهن گهرزمین,A,Z1,NO,3,13,1310,303
30719054967088301,IRO1COMB0001,COMB1,Iran Combine,COMB,تکمبا,کمباین  سازی  ایران,IRO1COMB0003,20230909,1,کمباین  سازی  ایران,A,N1,NO,3,29,2921,300
30756584974640550,IRR1GDIR0101,GDIX1,Ghadir Inv.-R,GDIR,وغدیرح,ح . سرمایه گذاری غدیر(هلدینگ,IRR1GDIR0102,20200823,1,سرمایه گذاری غدیر(هلدینگ,A,N1,NO,1,39,3999,400
30762816122316539,IRT1ANSH0001,ANSH1,Andisheh Saba ETF,ANSH,پتروصبا,صندوق س پترو اندیشه صبا-بخشی,IRT1ANSH0003,20230830,1,صندوق س پترو اندیشه صبا-بخشی,A,51,NO,4,68,6811,305
30765727085936322,IRO1JAMD0001,JAMD1,Jaam Darou,JAMD,فجام,جام دارو,IRO1JAMD0000,20230909,1,جام دارو,A,N2,NO,5,28,2899,300
30801484454172783,IRO3BSBZ0001,BSBZ1,Saba SoutWestPower,BSBZ,بصبا,تولید نیروی جنوب غرب صبا,IRO3BSBZ0003,20230909,2,تولید نیروی جنوب غرب صبا,A,Z1,NO,3,40,4010,303
30829203706095076,IRO1STEH0001,STEH1,Tehran Cement,STEH,ستران,سیمان  تهران,IRO1STEH0004,20230909,1,سیمان  تهران,A,N1,NO,1,53,5394,300
30852391633490755,IRO1OFRS0001,OFRS1,Fars Dev.,OFRS,ثفارس,عمران وتوسعه فارس,IRO1OFRS0006,20230909,1,عمران وتوسعه فارس,A,N2,NO,5,70,7021,300
30974710508383145,IRO1SHSI0001,SHSI1,Sina Chem. Ind.,SHSI,شسینا,صنایع شیمیایی سینا,IRO1SHSI0001,20230909,1,صنایع شیمیایی سینا,A,N1,NO,3,44,4411,300
30999877195114948,IRB3PY010651,PY1Q1,Paydar IJR 270801,PY01,پایدار06,اجاره پدیده ش. پایدار14060510,IRB3PY010652,20230607,2,اجاره سهام پدیده شیمی پایدار,A,17,NO,4,69,6910,306
31024260997481994,IRO1GORJ0001,GORJ1,Gorji Biscuit,GORJ,غگرجی,بیسکویت   گرجی,IRO1GORJ0006,20230909,1,بیسکویت  گرجی,A,N2,NO,5,42,4241,300
31039212000825988,IRT3AVNF0001,AVNF1,Avand ETF,AVNF,آوند,صندوق س. آوند مفید-د,IRT3AVNF0008,20230702,2,ص.س. درآمد ثابت آوند مفید,A,1A,NO,4,68,6812,305
31049085025064185,IRO7THSP0001,THSP1,Tehran Chemie Phar,THSP,شتهران,داروسازی تهران شیمی,IRO7THSP0005,20230909,4,داروسازی تهران شیمی,A,C1,NO,7,43,4323,309
31078457170311964,IRO3ISLZ0001,ISLZ1,Iran & Shargh Lsg.,ISLZ,ولشرق,لیزینگ ایران و شرق,IRO3ISLZ0004,20230909,2,لیزینگ ایران و شرق,A,1Z,NO,1,58,5891,303
31159891095753824,IRR1SHZG0101,SHZX1,Hormozgan Cem.-R,SHZG,سهرمزح,ح . سیمان هرمزگان,IRR1SHZG0106,20200208,1,سیمان هرمزگان,A,N2,NO,5,53,5394,400
31188566503248753,IRT3NLDF0001,NLDF1,Nili ETF,NLDF,نیلی,صندوق س. نوع دوم نیلی دماوند-د,IRT3NLDF0007,20230702,2,ص.س. درآمد ثابت نوع دوم نیلی,A,1A,NO,4,68,6812,305
31248540252187559,IRT3MBEF0001,MBEF1,Morvarid B.B. ETF,MBEF,مروارید,صندوق س. مروارید بها بازار-س,IRT3MBEF0009,20220906,2,صندوق س.س. مروارید بها بازار,A,T1,NO,4,68,6811,305
31366347648583654,IRT1ARGH0001,ARGH1,ARMAGHAN ETF,ARGH,ارمغان,ص سرمایه گذاری ارمغان ایرانیان,IRT1ARGH0003,20230227,1,ص سرمایه گذاری ارمغان ایرانیان,A,H1,NO,4,68,6812,305
31435545119454895,IRR1PETR0101,PETX1,Petro. Inv.-R,PETR,وپتروح,ح . سرمایه  گذاری  پتروشیمی,IRR1PETR0107,20211009,1,سرمایه گذاری صنایع پتروشیمی,A,N1,NO,1,44,4499,400
31529165012057847,IRB3TB8902A1,TB891,TreasuryBill240115,TB89,اخزا914,اسنادخزانه-م14بودجه99-021025,IRB3TB8902A4,20220906,2,اسنادخزانه اسلامی-م14بودجه1399,A,I1,NO,4,69,6940,306
31569200988534548,IRT3LABF0001,LABF1,Labkhand ETF,LABF,لبخند,صندوق س. لبخند فارابی-د,IRT3LABF0004,20230702,2,ص.س. درآمد ثابت لبخند فارابی,A,1A,NO,4,68,6812,305
31665897154579581,IRB3MI0103C1,MI011,MehrIran.QAH250304,MI01,مهریران,قرض الحسنه بانک مهر 14031214,IRB3MI0103C3,20230607,2,قرض الحسنه بانک مهر ایران0312,A,17,NO,4,69,6950,306
31723276281575803,IRO3MSZ95101,MK761,Mortgage Right9510,MSKZ,تسه9510,امتیاز تسهیلات مسکن دی ماه 95,IRO3MSZ95105,20180721,2,بانک مسکن,A,Z1,NO,4,59,5910,303
31791737198597563,IRO1SPKH0001,SPKH1,Kh. Pegah Dairy,SPKH,غشان,شیرپاستوریزه پگاه خراسان,IRO1SPKH0000,20230909,1,شیرپاستوریزه پگاه خراسان,A,N1,NO,3,42,4220,300
31805923413809494,IRB3GL0105A1,GL011,GolrizP IJR 270116,GL01,گلریز05,اجاره گلریز پلیمر قم14051026,IRB3GL0105A8,20230607,2,گلریز پلیمر قم0510,A,17,NO,4,69,6910,306
31879190587976736,IRO1MESI0001,MESI1,Iran Kh. A. M.,MESI,خوساز,محورسازان ایران خودرو,IRO1MESI0000,20230909,1,محورسازان ایران خودرو,A,N2,NO,5,34,3430,300
31913287805282551,IRT3SSSF0001,SSSF1,Sepehr Sina ETF,SSSF,سیناد,صندوق س.سپهرسودمند سینا-د,IRT3SSSF0008,20230709,2,صندوق س.سپهرسودمند سینا,A,1A,NO,4,68,6812,305
31940133965609434,IRO3Z0630001,Z0631,Reyl Pardaz,Z063,ریل پرداز,ریل پرداز نوآفرین,IRO3Z0630005,20220108,2,ریل پرداز نوآفرین,A,Z1,NO,5,60,6010,303
31959715133485440,IRO7LOIP0001,LOIP1,Loghman Investment,LOIP,ولقمان,سرمایه گذاری لقمان,IRO7LOIP0006,20230909,4,سرمایه گذاری لقمان,A,P1,NO,7,56,5699,309
32051979696170482,IRO6MSKZ9941,MZ191,Mortgage Right9904,MSKZ,تسه9904,امتیاز تسهیلات مسکن تیر99,IRO6MSKZ9940,20230717,2,بانک مسکن,A,M1,NO,4,59,5910,307
32080380326575683,IRR1KRTI0101,KRTX1,Iran Carton-R,KRTI,چکارنح,ح . کارتن  ایران,IRR1KRTI0108,20171213,1,کارتن  ایران,A,N2,NO,5,21,2102,400
32097828799138957,IRX6XTPI0006,XTPI6,Overall Index,IDXS,شاخص کل6,شاخص کل,IRX6XTPI0009,20171212,1,شرکت شاخص,I,00,ID,6,X1,X1  ,68
32112121249636248,IRT3ZNSF0001,ZNSF1,Zarin Sana ETF,ZNSF,ثنا,صندوق س.زرین نهال ثنا-س,IRT3ZNSF0004,20230214,2,صندوق س.سهام زرین نهال ثنا,A,T1,NO,4,68,6811,305
32137835359818517,IRR3SRBZ0101,SRBX1,Sarooj Boushehr-R,SRBZ,ساروجح,ح . بین المللی ساروج بوشهر,IRR3SRBZ0107,20211215,2,بین المللی ساروج بوشهر,A,Z1,NO,3,53,5394,403
32228672111987764,IRR3GPHP0101,GPHX1,Sh.Ghazi Phrmcy-R,GPHP,دقاضیح,ح.داروسازی شهید قاضی,IRR3GPHP0109,20230801,2,داروسازی شهید قاضی,A,Z1,NO,3,43,4323,403
32257753560585502,IRO1KHFZ0001,KHFZ1,Hafez Tile,KHFZ,کحافظ,کاشی  وسرامیک  حافظ,IRO1KHFZ0003,20230909,1,کاشی  وسرامیک  حافظ,A,N1,NO,3,49,4993,300
32338211917133256,IRR1YASA0101,YASX1,Iran Yasa Tire-R,YASA,پاساح,ح . ایران یاساتایرورابر,IRR1YASA0100,20200823,1,ایران یاساتایرورابر,A,N2,NO,5,25,2511,400
32347247706508046,IRO3SACZ0001,SACZ1,Saveh Cement,SACZ,ساوه,سیمان ساوه,IRO3SACZ0003,20230909,2,سیمان ساوه,A,Z1,NO,3,53,5394,303
32357363984168442,IRO1PJMZ0001,PJMZ1,Jam Petr.,PJMZ,جم,پتروشیمی جم,IRO1PJMZ0007,20230909,1,پتروشیمی جم,A,N2,NO,5,44,4411,300
32397655016424159,IRB3W0080231,W0081,PCC Refah20230621,W008,گام020313,گواهی اعتبار مولد رفاه0203,IRB3W0080237,20230607,2,گواهی اعتبار مولد رفاه0203,A,17,NO,4,69,6922,306
32425362809965324,IRB4O0360391,O0361,SOV.GMR134SP241127,O036,اراد134,مرابحه عام دولت134-ش.خ030907,IRB4O0360394,20230829,2,مرابحه عام دولت134-ش.خاص0309,A,17,NO,4,69,6945,706
32453344048876642,IRX6X27T0006,X27T6,Index Group 27,IDXS,27-فلزات اساسی6,27-فلزات اساسی,IRX6X27T0007,20171212,1,شرکت شاخص,I,00,ID,6,X1,X1  ,68
32469128621155736,IRTKZARA0001,ZARA1,Zarin Agah ETF,ZARA,مثقال,صندوق س.پشتوانه طلای زرین آگاه,IRTKZARA0006,20230621,7,صندوق س.پشتوانه طلای زرین آگاه,A,QS,NO,4,68,6811,380
32512426572922515,IRR7NARP0101,NARX1,Taknar Copper-R,NARP,تکنارح,ح. مجتمع معادن مس تکنار,IRR7NARP0101,20190908,4,مجتمع معادن مس تکنار,A,P1,NO,7,13,1320,404
32525655729432562,IRO1SBHN0001,SBHN1,Behbahan Cement,SBHN,سبهان,سیمان  بهبهان,IRO1SBHN0003,20230909,1,سیمان  بهبهان,A,N2,NO,5,53,5394,300
32575690244214247,IRR3BHLZ0101,BHLX1,Bahman Liz-R,BHLZ,ولبهمنح,ح.شرکت بهمن لیزینگ,IRR3BHLZ0106,20230621,2,شرکت بهمن لیزینگ,A,1Z,NO,1,58,5891,403
32669817266382439,IRR1GARN0101,GARX1,PadideShimiGharn-R,GARN,قرنح,ح . پدیده شیمی قرن,IRR1GARN0108,20220501,1,پدیده شیمی قرن,A,N1,NO,3,44,4424,400
32678431934327184,IRO1ALVN0001,ALVN1,Alvand Tile,ALVN,کلوند,کاشی  الوند,IRO1ALVN0003,20230909,1,کاشی  الوند,A,N2,NO,5,49,4993,300
32679348534913643,IRR1DABO0101,DABX1,Abouraihan P.-R,DABO,دابورح,ح . داروسازی  ابوریحان,IRR1DABO0108,20230703,1,داروسازی  ابوریحان,A,N2,NO,5,43,4323,400
32706358593798697,IRB4SG810181,G81Q1,SOV.GMR81.SP221103,SG81,اراد81,مرابحه عام دولت81-ش.خ010812,IRB4SG810182,20221212,2,مرابحه عام دولت81-ش.خاص0108,A,17,NO,4,69,6945,706
32775115857585121,IRR1DODE0101,DODX1,Doode Sanati-R,DODE,شدوصح,ح . دوده  صنعتی  پارس,IRR1DODE0102,20221129,1,دوده  صنعتی  پارس,A,N2,NO,5,44,4429,400
32776329010736461,IRR7CKRP0101,CKRX1,Khoram Cement -R,CKRP,سخرمح,ح. شرکت سیمان خرم آباد,IRR7CKRP0102,20190908,4,شرکت سیمان خرم آباد,A,L1,NO,7,53,5394,404
32784604551756178,IRO3YZTZ0001,YZTZ1,Yazd Tire,YZTZ,پیزد,مجتمع صنایع لاستیک یزد,IRO3YZTZ0007,20230909,2,مجتمع صنایع لاستیک یزد,A,Z1,NO,3,25,2511,303
32821908911812078,IRO1FNAR0001,FNAR1,Zar Spring,FNAR,خزر,فنرسازی زر,IRO1FNAR0007,20230909,1,فنرسازی زر,A,N1,NO,1,34,3430,300
32845891587040106,IRO1NSTH0001,NSTH1,S*Tehran Const.,NSTH,ثنوسا,نوسازی وساختمان تهران,IRO1NSTH0003,20230909,1,نوسازی وساختمان تهران,A,N2,NO,5,70,7010,300
32874370564962210,IRR1IPTR0101,IPTX1,Ir.Inv.Petr-R,IPTR,پترولح,ح . گروه پتروشیمی س. ایرانیان,IRR1IPTR0103,20211212,1,گ.س.وت.ص.پتروشیمی خلیج فارس,A,N1,NO,3,44,4411,400
32952997755199101,IRB3SR3101C1,R31Q1,Anti Covid-19 CF1,SR31,کرونا1,تامین مالی جمعی اهدای کامل,IRB3SR3101C2,20211218,2,تامین مالی جمعی نیکوکارانه1,A,41,NO,4,69,6945,306
32982652838367432,IRO6MELZ9741,TM061,Melli Mortgage1807,MELZ,تملی704,تسهیلات مسکن ب. ملی-تیر97,IRO6MELZ9747,20230702,2,تسهیلات مسکن بانک ملی ایران,A,M1,NO,4,59,5910,307
33001954978772949,IRB4O03203B1,O0321,SOV.GMR130SP250129,O032,اراد130,مرابحه عام دولت130-ش.خ031110,IRB4O03203B4,20230812,2,مرابحه عام دولت130-ش.خاص0311,A,17,NO,4,69,6945,706
33003065739216642,IRB4SG8804B1,G88Q1,SOV.GMR88.SP260209,SG88,اراد88,مرابحه عام دولت88-ش.خ041120,IRB4SG8804B9,20230607,2,مرابحه عام دولت88-ش.خاص0411,A,17,NO,4,69,6945,706
33124462307941707,IRR1SHFS0101,SHFX1,Fars Chem. Ind.-R,SHFS,شفارسح,ح . صنایع  شیمیایی  فارس,IRR1SHFS0106,20230114,1,صنایع  شیمیایی  فارس,A,N1,NO,1,44,4411,400
33144542989832366,IRTKZFAM0001,ZFAM1,Zarfam Ashna ETF,ZFAM,زرفام,صندوق س.پشتوانه طلا زرفام آشنا,IRTKZFAM0006,20221102,7,صندوق س.پشتوانه طلا زرفام آشنا,A,QS,NO,4,68,6811,380
33220705750260507,IRO3ZF840001,ZF841,Shargh Co.,ZF84,عمران شرق,عمران و مسکن سازان منطقه شرق,IRO3ZF840003,20180721,2,عمران و مسکن سازان منطقه شرق,A,Z1,NO,5,70,7021,303
33254899395816171,IRTKZARF0001,ZARF1,Zarafshan.ETF,ZARF,زر,صندوق س.پشتوانه سکه طلای زر,IRTKZARF0001,20220612,7,صندوق س.پشتوانه سکه طلای زر,A,QS,NO,4,68,6811,380
33271958125916103,IRR3BDYZ0101,BDYX1,Day Bank-R,BDYZ,دیح,ح.بانک دی,IRR3BDYZ0105,20180721,2,بانک دی,A,Z1,NO,3,57,5719,403
33293588228706998,IRO1BPAR0001,BPAR1,Parsian Bank,BPAR,وپارس,بانک پارسیان,IRO1BPAR0009,20230909,1,بانک پارسیان,A,N2,NO,5,57,5719,300
33299917803447720,IRR7TKIN0101,TKIX1,Techinco-R,TKIN,رتکوح,ح. کنترل  خوردگی  تکین  کوی,IRR7TKIN0106,20230717,4,کنترل  خوردگی  تکین  کوی,A,P1,NO,7,74,7422,404
33400647129589624,IRO3MSZ90091,MK151,Bank Maskan,MSKZ,تسه9009,امتیاز تسهیلات مسکن آذر90,IRO3MSZ90098,20180721,2,بانک مسکن,A,Z1,NO,4,59,5910,303
33406621820337161,IRO1DJBR0001,DJBR1,Jaber Hayan P.,DJBR,دجابر,داروسازی  جابرابن حیان,IRO1DJBR0004,20230909,1,داروسازی  جابرابن حیان,A,N1,NO,1,43,4323,300
33407851615887009,IRO6MSKZ99B1,MZ261,Mortgage Right9911,MSKZ,تسه9911,امتیاز تسهیلات مسکن بهمن99,IRO6MSKZ99B6,20230717,2,بانک مسکن,A,M1,NO,4,59,5910,307
33410001534682920,IRO7REFP0001,REFP1,Refah Chain St.,REFP,رفاه,فروشگاه های زنجیره ای رفاه,IRO7REFP0005,20230909,4,فروشگاه های زنجیره ای رفاه,A,C1,NO,7,47,4711,309
33420285433308219,IRO1ZPRS0001,ZPRS1,Pars Agro.,ZPRS,زپارس,ملی کشت و صنعت و دامپروری پارس,IRO1ZPRS0001,20230909,1,ملی کشت و صنعت و دامپروری پارس,A,N2,NO,5,01,0121,300
33435036605589477,IRB4SG390241,G39Q1,SOV.GMR39.SP230715,SG39,اراد39,مرابحه عام دولت3-ش.خ 0204,IRB4SG390243,20230607,2,مرابحه عام دولت3-شرایط خاص0204,A,17,NO,4,69,6945,706
33441514568901717,IRO1MDKO0001,MDKO1,Khavarmianeh Ins.,MDKO,میدکو,توسعه معادن وص.معدنی خاورمیانه,IRO1MDKO0001,20230909,1,توسعه معادن وص.معدنی خاورمیانه,A,N2,NO,5,27,2710,300
33505686728824629,IRR1NKOL0101,NKOX1,NiroCholor-R,NKOL,شکلرح,ح . نیروکلر,IRR1NKOL0102,20191014,1,نیروکلر,A,N1,NO,3,44,4411,400
33509150675201804,IRO3ZF920001,ZF921,Ebn Sina Petro.,ZF92,پتروشیمی همدان,پتروشیمی ابن سینا همدان,IRO3ZF920003,20220108,2,پتروشیمی ابن سینا همدان,A,Z1,NO,5,23,2320,303
33512084144201783,IRB3EM030171,EM3Q1,EMobinIJRNOV221002,EM03,مبین013,اجاره اعتماد مبین نوین010710,IRB3EM030178,20221212,2,اجاره مبین نوین14010710,A,17,NO,4,69,6910,306
33521509676474411,IRB3SS4100C1,S41Q1,SSI-IJR4-AMN220311,SS41,شستا005,اجاره تامین اجتماعی-امین001220,IRB3SS4100C1,20221212,2,اجاره شستا-بخش4-امین14001220,A,17,NO,4,69,6910,306
33527290777160784,IRT3OFRF0001,OFRF1,Ofogh Rabin ETF,OFRF,رابین,صندوق س. توسعه افق رابین-د,IRT3OFRF0008,20230702,2,ص.س. درآمدثابت توسعه افق رابین,A,1A,NO,4,68,6812,305
33541897671561960,IRO1ATDM0001,ATDM1,Atye Damavand,ATDM,واتی,سرمایه  گذاری  آتیه  دماوند,IRO1ATDM0008,20230909,1,سرمایه  گذاری  آتیه  دماوند,A,N1,NO,3,56,5699,300
33603212156438463,IRO1DDPK0001,DDPK1,Daroupakhsh,DDPK,دشیمی,شیمی  داروئی  داروپخش,IRO1DDPK0001,20230909,1,شیمی  داروئی  داروپخش,A,N2,NO,5,43,4323,300
33611155027418901,IRO3SHHZ0001,SHHZ1,Shahdab Khorasan,SHHZ,غشهداب,کشت و صنعت شهداب ناب خراسان,IRO3SHHZ0001,20230909,2,کشت و صنعت شهداب ناب خراسان,A,1Z,NO,1,42,4249,303
33626672012415176,IRX6X44T0006,X44T6,Index Group 44,IDXS,44-شیمیایی6,44-شیمیایی,IRX6X44T0006,20171212,1,شرکت شاخص,I,00,ID,6,X1,X1  ,68
33629260529503413,IRO3JPPZ0001,JPPZ1,Jahrom Power Plant,JPPZ,بجهرم,توسعه مولد نیروگاهی جهرم,IRO3JPPZ0002,20230909,2,توسعه مولد نیروگاهی جهرم,A,Z1,NO,3,40,4010,303
33658726815807637,IRR1LAMI0101,LAMX1,Lamiran-R,LAMI,فلامیح,ح . لامیران,IRR1LAMI0103,20171213,1,لامیران,A,N2,NO,5,28,2893,400
33666678504801754,IRR1TMLT0101,TMLX1,Mellat Inv. Bank-R,TMLT,تملتح,ح . تامین سرمایه بانک ملت,IRR1TMLT0109,20220628,1,تامین سرمایه بانک ملت,A,N1,NO,3,67,6719,400
33677077231841786,IRT3PC050001,PC051,Exir PCF-PR,PC05,اکسیر,ص.خ.اکسیر زیست پارسیان35%تادیه,IRT3PC050003,20230515,2,ص.س.خصوصی اکسیر زیست پارسیان,A,T1,NO,4,68,6816,305
33783140337377394,IRO1CHAR0001,CHAR1,Charkheshgar,CHAR,خچرخش,چرخشگر,IRO1CHAR0008,20230909,1,چرخشگر,A,N1,NO,3,34,3430,300
33808206014018431,IRO1SMAZ0001,SMAZ1,Mazandaran Cem.,SMAZ,سمازن,سیمان مازندران,IRO1SMAZ0003,20230909,1,سیمان مازندران,A,N1,NO,3,53,5394,300
33854964748757477,IRO3GEMZ0001,GEMZ1,General Mechanic,GEMZ,رنیک,جنرال مکانیک,IRO3GEMZ0001,20230909,2,جنرال مکانیک,A,Z1,NO,3,74,7421,303
33878047680249697,IRX6X31T0006,X31T6,Index Group 31,IDXS,31-دستگاههای برقی6,31-دستگاههای برقی,IRX6X31T0001,20171212,1,شرکت شاخص,I,00,ID,6,X1,X1  ,68
33887145736684266,IRT3SAGF0001,SAGF1,HastiBakhshAgahETF,SAGF,آگاس,صندوق س.هستی بخش آگاه-س,IRT3SAGF0002,20220906,2,صندوق س.هستی بخش آگاه-س,A,T1,NO,4,68,6811,305
33889280063931972,IRB4SM1000C1,SM101,SOV.Mush10SP220317,SM10,اشاد10,مشارکت دولتی10-شرایط خاص001226,IRB4SM1000C7,20221212,2,مشارکت دولتی10-بودجه1396,A,17,NO,4,69,6920,706
33901868529485472,IRB3W0060241,W0061,PCC Saman20230722,W006,گام020456,گواهی اعتبار مولد سامان0204,IRB3W0060247,20230607,2,گواهی اعتبار مولد سامان0204,A,17,NO,4,69,6922,306
33931218652865616,IRO1NAFT0001,NAFT1,Oil Ind. Inv.,NAFT,ونفت,سرمایه گذاری  صنعت  نفت,IRO1NAFT0005,20230909,1,سرمایه گذاری صنعت نفت,A,N1,NO,1,23,2399,300
34032872653290886,IRO1LPAK0001,LPAK1,Pak Dairy,LPAK,غپاک,لبنیات  پاک,IRO1LPAK0004,20230909,1,لبنیات  پاک,A,N2,NO,5,42,4220,300
34058131978311520,IRB4SG6401B1,G64Q1,SOV.GMR64.SP230129,SG64,اراد64,مرابحه عام دولتی64-ش.خ0111,IRB4SG6401B6,20221212,2,مرابحه عام دولتی64-ش.خاص0111,A,17,NO,4,69,6945,706
34060717549874029,IRR7DSHP0101,DSHX1,Shirin Daru-R,DSHP,دشیریح,ح . شیرین دارو,IRR7DSHP0105,20210919,4,شیرین دارو,A,P1,NO,7,43,4323,404
34060949638085542,IRR1CIDC0101,CIDX1,Cement INV. Co.-R,CIDC,سیدکوح,ح . س. توسعه صنایع سیمان,IRR1CIDC0103,20180610,1,سرمایه گذاری توسعه صنایع سیمان,A,N2,NO,5,53,5394,400
34072858270659593,IRB3TB760161,TB761,TreasuryBill220912,TB76,اخزا901,اسنادخزانه-م1بودجه99-010621,IRB3TB760168,20220906,2,اسنادخزانه اسلامی-م1بودجه1399,A,I1,NO,4,69,6940,306
34144395039913458,IRTKMOFD0001,MOFD1,Mofid Gold ETF,MOFD,عیار,صندوق طلای عیار مفید,IRTKMOFD0006,20230522,7,صندوق طلای عیار مفید,A,QS,NO,4,68,6811,380
34185897261926724,IRB4SG570391,G57Q1,SOV.GMR57.SP241125,SG57,اراد57,مرابحه عام دولت5-ش.خ 0309,IRB4SG570398,20230607,2,مرابحه عام دولت5-شرایط خاص0309,A,17,NO,4,69,6945,706
34186024944625724,IRO3ARNZ0001,ARNZ1,Arian e-Bank,ARNZ,حذف -آرین,بانک الکترونیکی آرین,IRO3ARNZ0001,20230909,2,بانک الکترونیکی آرین,A,Z1,NO,3,57,5719,303
34213522001938649,IRO3ALSZ0001,ALSZ1,Alis Chanaran,ALSZ,عالیس,بهار رز عالیس چناران,IRO3ALSZ0002,20230909,2,بهار رز عالیس چناران,A,Z1,NO,3,42,4220,303
34295935482222451,IRX6X56T0006,X56T6,Index Group 56,IDXS,56-سرمایه گذاریها6,56-سرمایه گذاریها,IRX6X56T0001,20171212,1,شرکت شاخص,I,00,ID,6,X1,X1  ,68
34404581741939737,IRR1NALM0101,NALX1,Aluminum R.-R,NALM,فنوالح,ح . نورد آلومینیوم,IRR1NALM0106,20200929,1,نورد آلومینیوم,A,N1,NO,3,27,2720,400
34408080767216529,IRX6X01T0006,X01T6,Index Group 01,IDXS,01-زراعت6,01-زراعت,IRX6X01T0007,20171212,1,شرکت شاخص,I,00,ID,6,X1,X1  ,68
34429961038727682,IRR1ABAD0101,ABAX1,Abadgaran-R,ABAD,آبادح,ح .  توریستی ورفاهی آبادگران,IRR1ABAD0104,20221101,1,توریستی ورفاهی آبادگران ایران,A,N1,NO,3,55,5510,400
34432997122108874,IRR1PRKT0101,PRKX1,Behpardakht-R,PRKT,پرداختح,ح . به پرداخت ملت,IRR1PRKT0109,20190417,1,به پرداخت ملت,A,N2,NO,5,72,7220,400
34529951687571743,IRR3KZIZ0101,KZIX1,Zarin Madan Co.-R,KZIZ,فزرینح,ح.زرین معدن آسیا,IRR3KZIZ0108,20220418,2,زرین معدن آسیا,A,1Z,NO,1,27,2720,403
34540569618314880,IRO3GASZ0001,GASZ1,Ghassem Co.,GASZ,قاسم,قاسم ایران,IRO3GASZ0009,20230909,2,قاسم ایران,A,Z1,NO,3,47,4721,303
34557241988629814,IRO1BRKT0001,BRKT1,G.Barekat Pharm,BRKT,برکت,گروه دارویی برکت,IRO1BRKT0003,20230909,1,گروه دارویی برکت,A,N1,NO,3,43,4399,300
